"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"SPPI","Spectrum Pharmaceuticals, Inc.","4.77","$321.21M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sppi",
"ANY","Sphere 3D Corp.","1.24","$50.85M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/any",
"SPEX","Spherix Incorporated","0.1202","$4.14M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/spex",
"SPI","SPI Energy Co., Ltd.","14","$8.79B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spi",
"SAVE","Spirit Airlines, Inc.","39.5","$2.83B","2011","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/save",
"SPLK","Splunk Inc.","44.34","$5.75B","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/splk",
"SPOK","Spok Holdings, Inc.","17.34","$364.16M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/spok",
"SPWH","Sportsman&#39;s Warehouse Holdings, Inc.","n/a","n/a","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/spwh",
"FUND","Sprott Focus Trust, Inc.","5.14","$116.84M","n/a","Consumer Services","Miscellaneous","http://www.nasdaq.com/symbol/fund",
"SFM","Sprouts Farmers Market, Inc.","22.14","$3.4B","2013","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/sfm",
"SPSC","SPS Commerce, Inc.","64.6","$1.07B","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spsc",
"SSNC","SS&C Technologies Holdings, Inc.","63","$6.3B","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ssnc",
"STAA","STAAR Surgical Company","6.47","$258.08M","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/staa",
"STAF","Staffing 360 Solutions, Inc.","3.04","$14.91M","1996","Technology","Professional Services","http://www.nasdaq.com/symbol/staf",
"STMP","Stamps.com Inc.","94.7","$1.57B","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/stmp",
"STLY","Stanley Furniture Company, Inc.","2.45","$36.53M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/stly",
"SPLS","Staples, Inc.","8.73","$5.62B","1989","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/spls",
"SBLK","Star Bulk Carriers Corp.","0.39","$85.38M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblk",
"SBLKL","Star Bulk Carriers Corp.","9.6117","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblkl",
"SBUX","Starbucks Corporation","59.285","$88.03B","1992","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sbux",
"STRZA","Starz","28.17","$2.87B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/strza",
"STRZB","Starz","33.65","$3.42B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/strzb",
"STFC","State Auto Financial Corporation","20.82","$860.54M","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/stfc",
"STBZ","State Bank Financial Corporation.","19.03","$681.51M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stbz",
"SNC","State National Companies, Inc.","9.85","$438.21M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/snc",
"STDY","SteadyMed Ltd.","2.46","$33.41M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stdy",
"GASS","StealthGas, Inc.","2.72","$112.94M","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gass",
"STLD","Steel Dynamics, Inc.","17.42","$4.22B","1996","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/stld",
"SXCL","Steel Excel Inc.","14.39","$163.35M","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/sxcl",
"SMRT","Stein Mart, Inc.","7.06","$322.49M","1992","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/smrt",
"SBOT","Stellar Biotechnologies, Inc.","6.14","$51.88M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbot",
"STEM","StemCells, Inc.","0.3411","$37.11M","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/stem",
"STML","Stemline Therapeutics, Inc.","4.83","$86.93M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stml",
"STXS","Stereotaxis, Inc.","0.68","$14.65M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/stxs",
"SRCL","Stericycle, Inc.","116.93","$9.94B","1996","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srcl",
"SRCLP","Stericycle, Inc.","89.76","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srclp",
"STRL","Sterling Construction Company Inc","4.83","$94.61M","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/strl",
"SHOO","Steven Madden, Ltd.","31.64","$1.98B","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/shoo",
"SSFN","Stewardship Financial Corp","6","$36.48M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ssfn",
"SYBT","Stock Yards Bancorp, Inc.","37.67","$560.18M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sybt",
"BANX","StoneCastle Financial Corp","14.65","$95.36M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banx",
"SGBK","Stonegate Bank","29.7","$375.65M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sgbk",
"SSKN","Strata Skin Sciences, Inc.","1.06","$10.79M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/sskn",
"SSYS","Stratasys, Ltd.","15.24","$792.95M","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ssys",
"STRT","Strattec Security Corporation","47.95","$170.79M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/strt",
"STRS","Stratus Properties, Inc.","23.46","$189.26M","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/strs",
"STRA","Strayer Education, Inc.","50.03","$551.69M","1996","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/stra",
"STRM","Streamline Health Solutions, Inc.","1.63","$30.62M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/strm",
"SBBP","Strongbridge Biopharma plc","4.3101","$91.4M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbbp",
"STB","Student Transportation Inc","3.51","$339.94M","n/a","Transportation","Other Transportation","http://www.nasdaq.com/symbol/stb",
"SCMP","Sucampo Pharmaceuticals, Inc.","12.54","$568.27M","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scmp",
"SUMR","Summer Infant, Inc.","2.01","$36.86M","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/sumr",
"SMMF","Summit Financial Group, Inc.","12.1","$131.26M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/smmf",
"SSBI","Summit State Bank","13.75","$65.77M","2006","n/a","n/a","http://www.nasdaq.com/symbol/ssbi",
"SMMT","Summit Therapeutics plc","9","$110.32M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/smmt",
"SNBC","Sun Bancorp, Inc.","20.22","$377.5M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/snbc",
"SNHY","Sun Hydraulics Corporation","25.26","$674.75M","1997","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/snhy",
"SNDE","Sundance Energy Australia Limited","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/snde",
"SEMI","SunEdison Semiconductor Limited","5.51","$231.2M","2014","Technology","Semiconductors","http://www.nasdaq.com/symbol/semi",
"SNSS","Sunesis Pharmaceuticals, Inc.","0.8051","$60.76M","2005","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snss",
"STKL","SunOpta, Inc.","5.74","$490.27M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/stkl",
"SPWR","SunPower Corporation","n/a","n/a","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/spwr",
"RUN","Sunrun Inc.","10.05","$1.02B","2015","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/run",
"SBCP","Sunshine Bancorp, Inc.","14.45","$63.6M","2014","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sbcp",
"SSH","Sunshine Heart Inc","0.9901","$18.16M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ssh",
"SMCI","Super Micro Computer, Inc.","27.02","$1.29B","2007","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/smci",
"SPCB","SuperCom, Ltd.","5.05","$82.14M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spcb",
"SCON","Superconductor Technologies Inc.","0.1828","$5.8M","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/scon",
"SGC","Superior Uniform Group, Inc.","16.04","$222.27M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/sgc",
"SUPN","Supernus Pharmaceuticals, Inc.","10.6","$518.59M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/supn",
"SPRT","support.com, Inc.","0.9","$49.24M","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/sprt",
"SGRY","Surgery Partners, Inc.","15.37","$740.17M","2015","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/sgry",
"SCAI","Surgical Care Affiliates, Inc.","40.96","$1.62B","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/scai",
"SRDX","SurModics, Inc.","19.85","$256.94M","1998","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/srdx",
"SBBX","Sussex Bancorp","13.1","$60.85M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbbx",
"TOR","Sutor Technology Group Limited","0.41","$694741.31","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/tor",
"SIVB","SVB Financial Group","98.6","$5.08B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sivb",
"SIVBO","SVB Financial Group","25.89","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sivbo",
"SYKE","Sykes Enterprises, Incorporated","28.65","$1.23B","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/syke",
"SYMC","Symantec Corporation","19.5","$13.17B","1989","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/symc",
"SSRG","Symmetry Surgical Inc.","8.86","$91.61M","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ssrg",
"SYNC","Synacor, Inc.","1.63","$48.81M","2012","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sync",
"SYNL","Synalloy Corporation","7.08","$61.73M","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/synl",
"SYNA","Synaptics Incorporated","66.23","$2.4B","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/syna",
"SNCR","Synchronoss Technologies, Inc.","29.47","$1.3B","2006","Technology","EDP Services","http://www.nasdaq.com/symbol/sncr",
"SNDX","Syndax Pharmaceuticals, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sndx",
"SGYP","Synergy Pharmaceuticals, Inc.","3.58","$406.95M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgyp",
"SGYPU","Synergy Pharmaceuticals, Inc.","9.65","$17.55M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgypu",
"SGYPW","Synergy Pharmaceuticals, Inc.","0.983","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgypw",
"ELOS","Syneron Medical Ltd.","6.92","$252.77M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/elos",
"SNPS","Synopsys, Inc.","41.61","$6.3B","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/snps",
"SNTA","Synta Pharmaceuticals Corp.","0.2378","$32.77M","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snta",
"SYNT","Syntel, Inc.","45.8","$3.84B","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/synt",
"SYMX","Synthesis Energy Systems, Inc.","0.6157","$53.5M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/symx",
"SYUT","Synutra International, Inc.","4.8","$274.51M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/syut",
"SYPR","Sypris Solutions, Inc.","1.14","$23.7M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sypr",
"SYRX","Sysorex Global","0.5274","$13.33M","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/syrx",
"TROW","T. Rowe Price Group, Inc.","68.42","$17.18B","1986","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/trow",
"TTOO","T2 Biosystems, Inc.","9.09","$185.3M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ttoo",
"TAIT","Taitron Components Incorporated","0.9901","$5.48M","1995","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tait",
"TTWO","Take-Two Interactive Software, Inc.","33.61","$2.84B","1997","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ttwo",
"TLMR","Talmer Bancorp, Inc.","15.34","$1.01B","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/tlmr",
"TNDM","Tandem Diabetes Care, Inc.","8.65","$260.15M","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tndm",
"TLF","Tandy Leather Factory, Inc.","7.15","$69.74M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/tlf",
"TNGO","Tangoe, Inc.","8.15","$321.36M","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tngo",
"TANH","Tantech Holdings Ltd.","5.4","$116.64M","2015","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/tanh",
"TEDU","Tarena International, Inc.","8.76","$476.83M","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/tedu",
"TASR","TASER International, Inc.","14.8","$793.91M","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/tasr",
"TATT","TAT Technologies Ltd.","6.5876","$58.03M","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/tatt",
"TAYD","Taylor Devices, Inc.","14","$47.56M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tayd",
"TCPC","TCP Capital Corp.","13.19","$644.63M","2012","n/a","n/a","http://www.nasdaq.com/symbol/tcpc",
"AMTD","TD Ameritrade Holding Corporation","27.35","$14.68B","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/amtd",
"TEAR","TearLab Corporation","1.3","$43.89M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tear",
"TECD","Tech Data Corporation","60.45","$2.12B","1986","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/tecd",
"TCCO","Technical Communications Corporation","2.9","$5.34M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/tcco",
"TTGT","TechTarget, Inc.","7.41","$239.43M","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ttgt",
"TGLS","Tecnoglass Inc.","12.5","$333.32M","2012","Consumer Durables","Electronic Components","http://www.nasdaq.com/symbol/tgls",
"TGEN","Tecogen Inc.","3.34","$58.75M","2014","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tgen",
"TSYS","TeleCommunication Systems, Inc.","4.93","$302.1M","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tsys",
"TNAV","TeleNav, Inc.","5.29","$216.13M","2010","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tnav",
"TTEC","TeleTech Holdings, Inc.","26.07","$1.26B","1996","Technology","Professional Services","http://www.nasdaq.com/symbol/ttec",
"TLGT","Teligent, Inc.","7.32","$387.03M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tlgt",
"TENX","Tenax Therapeutics, Inc.","2.65","$74.52M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/tenx",
"GLBL","TerraForm Global, Inc.","4.15","$738.92M","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/glbl",
"TERP","TerraForm Power, Inc.","9.37","$1.32B","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/terp",
"TRTL","Terrapin 3 Acquisition Corporation","9.85","$261.95M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/trtl",
"TRTLU","Terrapin 3 Acquisition Corporation","10.13","$187.41M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/trtlu",
"TRTLW","Terrapin 3 Acquisition Corporation","0.35","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/trtlw",
"TBNK","Territorial Bancorp Inc.","26.86","$260.01M","2009","Finance","Savings Institutions","http://www.nasdaq.com/symbol/tbnk",
"TSRO","TESARO, Inc.","34.46","$1.38B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tsro",
"TESO","Tesco Corporation","6.41","$250.03M","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/teso",
"TSLA","Tesla Motors, Inc.","189.7","$24.84B","2010","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/tsla",
"TESS","TESSCO Technologies Incorporated","16.29","$134.77M","1994","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tess",
"TSRA","Tessera Technologies, Inc.","28.07","$1.43B","2003","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsra",
"TTEK","Tetra Tech, Inc.","25.73","$1.52B","1991","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/ttek",
"TLOG","TetraLogic Pharmaceuticals Corporation","0.26","$6.44M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tlog",
"TTPH","Tetraphase Pharmaceuticals, Inc.","5.2","$190.02M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ttph",
"TCBI","Texas Capital Bancshares, Inc.","36.34","$1.67B","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbi",
"TCBIL","Texas Capital Bancshares, Inc.","24.2599","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbil",
"TCBIP","Texas Capital Bancshares, Inc.","24.09","$144.54M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbip",
"TCBIW","Texas Capital Bancshares, Inc.","22.124","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbiw",
"TXN","Texas Instruments Incorporated","51.13","$51.87B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/txn",
"TXRH","Texas Roadhouse, Inc.","36.18","$2.54B","2004","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/txrh",
"TFSL","TFS Financial Corporation","17.42","$5.05B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/tfsl",
"TGTX","TG Therapeutics, Inc.","8.08","$424.36M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tgtx",
"ABCO","The Advisory Board Company","43.8","$1.83B","2001","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/abco",
"ANDE","The Andersons, Inc.","27.37","$766.36M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/ande",
"TBBK","The Bancorp, Inc.","4.5","$169.91M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tbbk",
"BONT","The Bon-Ton Stores, Inc.","1.55","$32.75M","1991","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/bont",
"CG","The Carlyle Group L.P.","13.23","$4.28B","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/cg",
"CAKE","The Cheesecake Factory Incorporated","47.52","$2.34B","1992","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cake",
"CHEF","The Chefs&#39; Warehouse, Inc.","13.07","$343.62M","2011","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/chef",
"TCFC","The Community Financial Corporation","20.5999","$97.03M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcfc",
"DSGX","The Descartes Systems Group Inc.","17.47","$1.32B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dsgx",
"DXYN","The Dixie Group, Inc.","4.29","$68.67M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/dxyn",
"ENSG","The Ensign Group, Inc.","21.42","$1.1B","2007","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ensg",
"XONE","The ExOne Company","7.23","$105.01M","2013","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/xone",
"FINL","The Finish Line, Inc.","18.27","$810.41M","1992","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/finl",
"FBMS","The First Bancshares, Inc.","17.0139","$91.93M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbms",
"FLIC","The First of Long Island Corporation","27.73","$391.11M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/flic",
"TFM","The Fresh Market, Inc.","18.66","$876.87M","2010","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/tfm",
"GT","The Goodyear Tire & Rubber Company","27.76","$7.46B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/gt",
"HABT","The Habit Restaurants, Inc.","20.21","$525.48M","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/habt",
"HCKT","The Hackett Group, Inc.","14.51","$426.35M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hckt",
"HAIN","The Hain Celestial Group, Inc.","34.55","$3.56B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/hain",
"CUBA","The Herzfeld Caribbean Basin Fund, Inc.","5.38","$30.13M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cuba",
"INTG","The Intergroup Corporation","26","$62.01M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/intg",
"JYNT","The Joint Corp.","4.4","$43.59M","2014","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/jynt",
"KEYW","The KEYW Holding Corporation","4.71","$188.09M","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/keyw",
"KHC","The Kraft Heinz Company","76.16","$92.42B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/khc",
"MDCO","The Medicines Company","33.29","$2.31B","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mdco",
"MIK","The Michaels Companies, Inc.","20.75","$4.34B","2014","Consumer Services","Recreational Products/Toys","http://www.nasdaq.com/symbol/mik",
"MIDD","The Middleby Corporation","86.38","$4.95B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/midd",
"NAVG","The Navigators Group, Inc.","84.69","$1.22B","1986","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/navg",
"STKS","The ONE Group Hospitality, Inc.","2.9836","$75.07M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/stks",
"PCLN","The Priceline Group Inc. ","1043.13","$51.93B","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pcln",
"PRSC","The Providence Service Corporation","43.98","$676.13M","2003","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/prsc",
"BITE","The Restaurant ETF","23.8445","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bite",
"RMR","The RMR Group Inc.","20.62","$639.22M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/rmr",
"SPNC","The Spectranetics Corporation","11.75","$500.99M","1992","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/spnc",
"ULTI","The Ultimate Software Group, Inc.","167.98","$4.81B","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ulti",
"YORW","The York Water Company","25.49","$326.06M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/yorw",
"NCTY","The9 Limited","2.19","$50.81M","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ncty",
"TBPH","Theravance Biopharma, Inc.","16.31","$617.16M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tbph",
"TST","TheStreet, Inc.","1.3","$45.33M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/tst",
"TCRD","THL Credit, Inc.","9.65","$321.71M","2010","n/a","n/a","http://www.nasdaq.com/symbol/tcrd",
"THLD","Threshold Pharmaceuticals, Inc.","0.3235","$23.12M","2005","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/thld",
"TICC","TICC Capital Corp.","5.01","$300.54M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ticc",
"TTS","Tile Shop Hldgs, Inc.","14.75","$757.8M","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/tts",
"TIL","Till Capital Ltd.","3.5","$12M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/til",
"TSBK","Timberland Bancorp, Inc.","12.55","$87.78M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/tsbk",
"TIPT","Tiptree Financial Inc.","5.85","$251.71M","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/tipt",
"TITN","Titan Machinery Inc.","8.11","$174.97M","2007","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/titn",
"TTNP","Titan Pharmaceuticals, Inc.","3.27","$65.6M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ttnp",
"TIVO","TiVo Inc.","7.72","$755.35M","1999","Consumer Services","Television Services","http://www.nasdaq.com/symbol/tivo",
"TMUS","T-Mobile US, Inc.","38.67","$31.56B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tmus",
"TMUSP","T-Mobile US, Inc.","66.87","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tmusp",
"TBRA","Tobira Therapeutics, Inc.","7","$131.67M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tbra",
"TKAI","Tokai Pharmaceuticals, Inc.","5.79","$130.77M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tkai",
"TNXP","Tonix Pharmaceuticals Holding Corp.","4.68","$88.13M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tnxp",
"TISA","Top Image Systems, Ltd.","2.17","$38.87M","1996","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tisa",
"TOPS","TOP Ships Inc.","0.28","$5.82M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tops",
"TORM          ","TOR Minerals International Inc","4.219","$12.72M","1988","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/torm          ",
